Time,VehicleId,Pos_x,Pos_y,Speed,Lane,LeaderID,LeaderSpeed,LeaderGap,Acceleration,Slope,approaching_slow,approaching_moderate,approaching_fast,decelerating,hard_deceleration,close_to_leader,intersection_type_DEFAULTVEHTYPE,intersection_slope,intersection_likelihood
0.0195,1,1041.06,12.9,5.82,336260898570.0,-1,-1.0,-1.0,7.57,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0195,2,1.47,1170.79,2.74,36260898500.0,0,7.81,8.71,-4.53,0,1,0,0,1,1,1,True,0,1.0
0.0195,3,404.16,725.75,1.8,36260898520.0,-1,-1.0,-1.0,5.05,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0195,0,7.55,1157.62,7.98,36260898500.0,-1,-1.0,-1.0,4.71,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.02,1,1040.79,13.44,6.07,336260898570.0,-1,-1.0,-1.0,-6.42,0,1,0,0,1,1,1,True,0,1.0
0.02,2,1.59,1170.52,2.97,36260898500.0,0,7.98,9.21,5.32,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.02,3,404.29,725.6,2.01,36260898520.0,-1,-1.0,-1.0,-5.16,0,1,0,0,1,1,1,True,0,1.0
0.02,0,7.9,1156.88,8.21,36260898500.0,-1,-1.0,-1.0,-5.36,0,1,0,0,1,1,1,True,0,1.0
0.020499999999999997,1,1040.51,14.0,6.25,336260898570.0,-1,-1.0,-1.0,4.88,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.020499999999999997,2,1.73,1170.23,3.23,36260898500.0,0,8.21,9.71,4.6,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.020499999999999997,3,404.44,725.43,2.22,36260898520.0,-1,-1.0,-1.0,5.09,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.020499999999999997,0,8.25,1156.12,8.36,36260898500.0,-1,-1.0,-1.0,-5.47,0,1,0,0,1,1,1,True,0,1.0
0.021,1,1040.18,14.56,6.51,336260898570.0,-1,-1.0,-1.0,7.57,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.021,2,1.87,1169.92,3.42,36260898500.0,0,8.36,10.2,-6.86,0,1,0,0,1,1,1,True,0,1.0
0.021,3,404.6,725.25,2.39,36260898520.0,-1,-1.0,-1.0,4.67,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.021,0,8.61,1155.34,8.59,36260898500.0,-1,-1.0,-1.0,5.31,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0215,1,1039.79,15.11,6.74,336260898570.0,-1,-1.0,-1.0,4.73,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0215,2,2.03,1169.58,3.67,36260898500.0,0,8.59,10.69,-7.56,0,1,0,0,1,1,1,True,0,1.0
0.0215,3,404.77,725.06,2.57,36260898520.0,-1,-1.0,-1.0,-6.85,0,1,0,0,1,1,1,True,0,1.0
0.0215,0,8.97,1154.54,8.76,36260898500.0,-1,-1.0,-1.0,5.65,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.022000000000000002,1,1039.38,15.68,6.98,336260898570.0,-1,-1.0,-1.0,5.32,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.022000000000000002,2,2.19,1169.24,3.85,36260898500.0,0,8.76,1.18,4.72,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.022000000000000002,3,404.95,724.86,2.73,36260898520.0,-1,-1.0,-1.0,-4.53,0,1,0,0,1,1,1,True,0,1.0
0.022000000000000002,0,9.35,1153.73,8.96,36260898500.0,-1,-1.0,-1.0,-5.03,0,1,0,0,1,1,1,True,0,1.0
0.0225,1,1038.97,16.26,7.12,336260898570.0,-1,-1.0,-1.0,5.35,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0225,2,2.36,1168.87,4.02,36260898500.0,0,8.96,11.68,4.69,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0225,3,405.14,724.63,2.97,36260898520.0,-1,-1.0,-1.0,5.32,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0225,0,9.74,1152.9,9.18,36260898500.0,-1,-1.0,-1.0,5.26,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.023,1,1038.55,16.85,7.3,336260898570.0,-1,-1.0,-1.0,-6.84,0,1,0,0,1,1,1,True,0,1.0
0.023,2,2.53,1168.49,4.17,36260898500.0,0,9.18,2.18,4.52,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.023,3,405.36,724.39,3.2,36260898520.0,-1,-1.0,-1.0,-5.36,0,1,0,0,1,1,1,True,0,1.0
0.023,0,10.13,1152.04,9.44,36260898500.0,-1,-1.0,-1.0,4.52,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0235,1,1038.11,17.46,7.55,336260898570.0,-1,-1.0,-1.0,6.42,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0235,2,2.71,1168.1,4.34,36260898500.0,0,9.44,1.69,-5.74,0,1,0,0,1,1,1,True,0,1.0
0.0235,3,405.58,724.14,3.37,36260898520.0,-1,-1.0,-1.0,5.65,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0235,0,10.54,1151.16,9.64,36260898500.0,-1,-1.0,-1.0,-5.04,0,1,0,0,1,1,1,True,0,1.0
0.024,1,1037.66,18.09,7.68,336260898570.0,-1,-1.0,-1.0,5.35,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.024,2,2.9,1167.68,4.57,36260898500.0,0,9.64,1.2,5.3,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.024,3,405.82,723.87,3.6,36260898520.0,-1,-1.0,-1.0,5.35,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.024,0,10.95,1150.27,9.81,36260898500.0,-1,-1.0,-1.0,4.67,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0245,1,1037.2,18.73,7.86,336260898570.0,-1,-1.0,-1.0,-5.74,0,1,0,0,1,1,1,True,0,1.0
0.0245,2,3.1,1167.25,4.77,36260898500.0,0,9.81,1.7,-4.96,0,1,0,0,1,1,1,True,0,1.0
0.0245,3,406.07,723.59,3.77,36260898520.0,-1,-1.0,-1.0,4.71,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0245,0,11.38,1149.36,10.06,36260898500.0,-1,-1.0,-1.0,-7.54,0,1,0,0,1,1,1,True,0,1.0
0.025,1,1036.73,19.38,8.08,336260898570.0,-1,-1.0,-1.0,5.24,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.025,2,3.31,1166.8,4.98,36260898500.0,0,10.06,1.21,5.2,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.025,3,406.33,723.3,3.92,36260898520.0,-1,-1.0,-1.0,5.45,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.025,0,11.86,1148.47,10.2,36260898500.0,-1,-1.0,-1.0,5.34,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0255,1,1036.25,20.06,8.3,336260898570.0,-1,-1.0,-1.0,5.2,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0255,2,3.53,1166.32,5.23,36260898500.0,0,10.2,1.71,5.55,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0255,3,406.6,722.99,4.14,36260898520.0,-1,-1.0,-1.0,5.23,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0255,0,12.35,1147.55,10.35,36260898500.0,-1,-1.0,-1.0,6.5,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.026000000000000002,1,1035.76,20.75,8.44,336260898570.0,-1,-1.0,-1.0,5.42,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.026000000000000002,2,3.76,1165.83,5.41,36260898500.0,0,10.35,1.2,-5.82,0,1,0,0,1,1,1,True,0,1.0
0.026000000000000002,3,406.89,722.66,4.39,36260898520.0,-1,-1.0,-1.0,-7.5,0,1,0,0,1,1,1,True,0,1.0
0.026000000000000002,0,12.84,1146.62,10.53,36260898500.0,-1,-1.0,-1.0,-6.86,0,1,0,0,1,1,1,True,0,1.0
0.0265,1,1035.25,21.45,8.65,336260898570.0,-1,-1.0,-1.0,-5.06,0,1,0,0,1,1,1,True,0,1.0
0.0265,2,3.99,1165.32,5.61,36260898500.0,0,10.53,1.69,-6.98,0,1,0,0,1,1,1,True,0,1.0
0.0265,3,407.19,722.32,4.52,36260898520.0,-1,-1.0,-1.0,5.32,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0265,0,13.35,1145.68,10.75,36260898500.0,-1,-1.0,-1.0,-5.16,0,1,0,0,1,1,1,True,0,1.0
0.027000000000000003,1,1034.74,22.17,8.83,336260898570.0,-1,-1.0,-1.0,-5.82,0,1,0,0,1,1,1,True,0,1.0
0.027000000000000003,2,4.24,1164.8,5.78,36260898500.0,0,10.75,1.19,4.69,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.027000000000000003,3,407.51,721.96,4.78,36260898520.0,-1,-1.0,-1.0,-7.53,0,1,0,0,1,1,1,True,0,1.0
0.027000000000000003,0,13.87,1144.71,10.96,36260898500.0,-1,-1.0,-1.0,-5.11,0,1,0,0,1,1,1,True,0,1.0
0.0275,1,1034.22,22.9,9.04,336260898570.0,-1,-1.0,-1.0,-5.06,0,1,0,0,1,1,1,True,0,1.0
0.0275,2,4.49,1164.26,5.95,36260898500.0,0,10.96,1.69,4.71,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0275,3,407.84,721.59,4.98,36260898520.0,-1,-1.0,-1.0,5.33,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0275,0,14.39,1143.73,11.1,36260898500.0,-1,-1.0,-1.0,5.37,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.027999999999999997,1,1033.68,23.65,9.21,336260898570.0,-1,-1.0,-1.0,4.71,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.027999999999999997,2,4.74,1163.7,6.15,36260898500.0,0,11.1,1.17,5.33,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.027999999999999997,3,408.18,721.2,5.12,36260898520.0,-1,-1.0,-1.0,5.48,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.027999999999999997,0,14.92,1142.74,11.27,36260898500.0,-1,-1.0,-1.0,4.71,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0285,1,1033.13,24.42,9.42,336260898570.0,-1,-1.0,-1.0,-5.12,0,1,0,0,1,1,1,True,0,1.0
0.0285,2,5.01,1163.12,6.4,36260898500.0,0,11.27,1.67,4.52,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0285,3,408.53,720.81,5.29,36260898520.0,-1,-1.0,-1.0,-4.63,0,1,0,0,1,1,1,True,0,1.0
0.0285,0,15.46,1141.73,11.43,36260898500.0,-1,-1.0,-1.0,4.66,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.028999999999999998,1,1032.57,25.2,9.64,336260898570.0,-1,-1.0,-1.0,5.18,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.028999999999999998,2,5.29,1162.52,6.62,36260898500.0,0,11.43,18.15,5.18,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.028999999999999998,3,408.89,720.4,5.46,36260898520.0,-1,-1.0,-1.0,4.78,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.028999999999999998,0,16.01,1140.7,11.63,36260898500.0,-1,-1.0,-1.0,5.34,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.029500000000000002,1,1032.0,26.01,9.89,336260898570.0,-1,-1.0,-1.0,-7.51,0,1,0,0,1,1,1,True,0,1.0
0.029500000000000002,2,5.57,1161.9,6.76,36260898500.0,0,11.63,1.64,5.42,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.029500000000000002,3,409.26,719.97,5.64,36260898520.0,-1,-1.0,-1.0,4.78,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.029500000000000002,0,16.56,1139.66,11.81,36260898500.0,-1,-1.0,-1.0,-5.82,0,1,0,0,1,1,1,True,0,1.0
0.03,1,1031.41,26.83,10.12,336260898570.0,-1,-1.0,-1.0,-5.29,0,1,0,0,1,1,1,True,0,1.0
0.03,2,5.87,1161.27,6.94,36260898500.0,0,11.81,19.12,-4.75,0,1,0,0,1,1,1,True,0,1.0
0.03,3,409.65,719.54,5.82,36260898520.0,-1,-1.0,-1.0,-6.83,0,1,0,0,1,1,1,True,0,1.0
0.03,0,17.13,1138.61,11.98,36260898500.0,-1,-1.0,-1.0,4.7,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0305,1,1030.77,27.64,10.34,336260898570.0,-1,-1.0,-1.0,5.21,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0305,2,6.17,1160.62,7.16,36260898500.0,0,11.98,1.61,5.26,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0305,3,410.04,719.09,6.0,36260898520.0,6,0.0,33.58,-5.8,0,1,0,0,1,1,0,True,0,0.8
0.0305,6,428.84,704.36,12.59,336260898520.0,-1,-1.0,-1.0,6.97,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0305,0,17.7,1137.54,12.11,36260898500.0,-1,-1.0,-1.0,5.35,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.031,1,1030.11,28.47,10.6,336260898570.0,-1,-1.0,-1.0,-7.58,0,1,0,0,1,1,1,True,0,1.0
0.031,2,6.48,1159.95,7.41,36260898500.0,0,12.11,2.08,-6.48,0,1,0,0,1,1,1,True,0,1.0
0.031,3,410.46,718.62,6.24,36260898520.0,6,0.25,1.99,5.32,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.031,6,428.82,704.38,0.25,336260898520.0,-1,-1.0,-1.0,-7.51,0,1,0,0,1,1,1,True,0,1.0
0.031,0,18.28,1136.45,12.33,36260898500.0,-1,-1.0,-1.0,-5.12,0,1,0,0,1,1,1,True,0,1.0
0.0315,1,1029.43,29.31,10.76,336260898570.0,-1,-1.0,-1.0,4.61,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0315,2,6.8,1159.26,7.65,36260898500.0,0,12.33,1.54,-5.38,0,1,0,0,1,1,1,True,0,1.0
0.0315,3,410.88,718.14,6.38,36260898520.0,6,0.5,32.4,4.51,0,1,0,0,0,0,0,True,0,0.4
0.0315,6,428.79,704.42,0.5,336260898520.0,-1,-1.0,-1.0,6.42,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0315,0,18.87,1135.35,12.5,36260898500.0,-1,-1.0,-1.0,-5.74,0,1,0,0,1,1,1,True,0,1.0
0.032,1,1028.75,30.16,10.93,336260898570.0,-1,-1.0,-1.0,4.73,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.032,2,7.13,1158.54,7.91,36260898500.0,0,12.5,1.0,-7.59,0,1,0,0,1,1,1,True,0,1.0
0.032,3,411.31,717.65,6.54,36260898520.0,6,0.73,1.82,5.57,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.032,6,428.73,704.47,0.73,336260898520.0,-1,-1.0,-1.0,-5.38,0,1,0,0,1,1,1,True,0,1.0
0.032,0,19.47,1134.23,12.67,36260898500.0,-1,-1.0,-1.0,-6.68,0,1,0,0,1,1,1,True,0,1.0
0.0325,1,1028.06,31.03,11.08,336260898570.0,-1,-1.0,-1.0,5.48,0,1,0,0,0,0,1,True,0,0.6000000000000001
0.0325,2,7.47,1157.8,8.16,36260898500.0,0,12.67,1.45,-6.48,0,1,0,0,1,1,1,True,0,1.0
